Speed_km_h,Relative_Distance_m,Direction_deg,Brake_Turn_Status
42,108,-54,brake_next_turn_self
53,61,13,none_none
24,47,-42,none_none
35,63,40,none_none
17,74,-17,none_none
48,24,-26,none_none
54,114,41,brake_next_turn_self
31,86,-54,brake_next_turn_self
85,80,-12,none_next_brake_self
22,13,-16,brake_next_brake_self
19,77,-26,none_none
44,15,49,none_next_brake_self
66,10,30,none_none
90,67,-52,none_next_brake_self
32,51,26,none_next_turn_self
67,75,3,none_none
39,11,48,none_next_brake_self
36,55,-22,none_none
61,22,9,none_none
54,125,0,none_next_brake_self
18,71,-1,none_next_turn_self
81,87,-5,none_next_brake_self
78,41,-35,none_none
29,12,31,none_none
48,124,-6,none_next_turn_self
50,36,55,none_none
45,54,-29,none_next_brake_self
30,83,22,none_none
28,3,53,none_none
39,103,20,none_none
70,68,45,none_none
52,35,39,none_next_brake_self
33,8,-17,none_none
58,21,12,none_next_brake_self
10,114,-41,none_none
69,87,4,brake_next_turn_self
17,32,-32,none_none
33,8,29,none_none
23,88,3,none_none
21,73,-11,brake_next_brake_self
70,51,-28,none_none
31,46,60,none_none
47,28,-51,none_none
39,85,-55,none_next_brake_self
50,123,-34,none_next_turn_self
41,22,57,brake_next_brake_self
21,76,58,none_next_turn_self
64,54,19,none_next_brake_self
31,57,46,none_next_brake_self
18,32,-34,brake_next_turn_self
32,105,57,none_next_brake_self
82,62,-43,brake_next_brake_self
60,69,-48,none_none
33,39,-47,none_next_turn_self
33,23,9,none_next_brake_self
34,11,34,none_next_turn_self
109,91,-16,none_none
48,25,57,none_none
49,88,-8,brake_next_turn_self
65,50,-42,none_next_brake_self
44,53,-4,none_none
35,60,21,none_next_brake_self
36,47,40,brake_next_brake_self
38,13,-5,brake_next_brake_self
39,39,11,brake_next_brake_self
56,84,-28,none_none
41,85,18,none_next_brake_self
57,36,58,none_none
38,58,-54,none_none
41,25,46,none_none
15,27,7,brake_next_brake_self
62,3,-30,brake_next_brake_self
47,114,55,none_next_turn_self
64,27,-2,none_next_brake_self
9,29,-20,none_none
110,36,-38,none_next_brake_self
37,16,-31,none_none
68,81,40,none_next_turn_self
24,10,14,none_none
53,17,50,none_none
23,82,-32,brake_next_brake_self
29,43,-45,none_next_brake_self
101,90,-59,brake_next_brake_self
36,71,1,brake_next_brake_self
44,33,60,none_next_turn_self
61,83,23,none_next_brake_self
50,15,-23,none_next_brake_self
43,68,45,none_none
47,56,34,brake_next_turn_self
128,34,-58,none_next_turn_self
38,77,38,brake_next_brake_self
44,111,-24,none_next_brake_self
66,127,-42,none_next_turn_self
68,77,-33,none_none
71,51,-4,none_next_brake_self
54,29,-9,brake_next_brake_self
22,33,-25,none_next_brake_self
88,61,-39,brake_next_brake_self
22,47,31,none_next_brake_self
46,116,59,none_none
27,47,33,brake_next_brake_self
38,47,-24,none_next_brake_self
46,49,-31,none_none
46,106,-34,none_next_brake_self
49,83,-44,brake_next_brake_self
87,78,6,none_none
49,42,13,none_next_brake_self
35,104,25,none_none
63,5,22,none_next_brake_self
71,111,-25,none_next_turn_self
22,65,-20,none_next_brake_self
53,51,22,none_next_brake_self
56,63,-18,brake_next_brake_self
34,85,-34,none_next_brake_self
77,2,-15,none_none
37,111,-27,none_none
42,57,-49,brake_next_brake_self
36,44,40,none_none
40,18,42,none_none
23,56,-34,none_none
19,63,-52,brake_next_brake_self
86,51,29,none_none
26,86,-35,none_next_brake_self
24,53,-13,none_next_brake_self
14,122,-52,none_next_turn_self
29,76,-33,none_none
21,103,35,none_none
88,14,37,none_none
65,50,-35,brake_next_brake_self
28,43,-20,none_none
119,72,-44,brake_next_brake_self
64,109,-51,none_next_brake_self
34,10,59,none_next_turn_self
11,9,19,none_next_turn_self
121,108,5,none_none
20,27,32,none_next_turn_self
17,85,41,none_none
65,69,37,none_next_brake_self
130,106,-58,none_next_brake_self
78,16,-38,none_none
52,16,19,brake_next_brake_self
53,71,-15,none_none
60,120,58,none_none
57,53,20,none_next_turn_self
45,42,55,none_none
42,77,-36,brake_next_turn_self
38,118,44,none_none
27,106,-21,brake_next_brake_self
34,126,59,none_next_brake_self
17,3,-41,brake_next_brake_self
38,14,2,none_next_turn_self
24,77,35,none_none
23,104,-8,none_none
43,36,-4,none_none
78,30,58,none_next_turn_self
62,100,-9,none_none
18,7,12,none_next_turn_self
24,47,-53,none_next_turn_self
63,64,41,none_none
24,71,18,none_next_brake_self
35,93,-12,none_none
52,45,-58,brake_next_turn_self
25,78,11,none_next_turn_self
42,74,-58,none_none
20,70,-60,none_none
29,81,14,none_none
46,33,-37,none_next_turn_self
18,11,-37,none_none
49,15,18,none_next_brake_self
39,29,-54,none_next_brake_self
52,64,-22,none_none
44,107,-42,none_none
77,89,10,none_none
42,100,19,brake_next_brake_self
32,45,27,none_none
42,51,-29,none_none
52,50,-49,none_next_brake_self
40,24,-51,none_next_turn_self
40,8,-9,none_none
28,75,54,none_next_turn_self
28,126,-34,none_none
20,21,-29,none_next_brake_self
93,6,-48,none_none
21,99,13,none_none
28,32,22,none_next_turn_self
28,105,17,none_none
61,89,43,none_next_turn_self
34,120,-2,none_next_brake_self
73,52,-44,brake_next_brake_self
28,84,-25,none_next_brake_self
45,59,19,none_none
26,80,14,none_none
113,57,4,none_next_brake_self
22,24,22,none_next_brake_self
46,65,16,brake_next_turn_self
54,67,46,none_none
48,103,10,none_none
36,93,33,none_none
37,84,-30,none_none
40,14,21,none_next_turn_self
37,92,48,brake_next_brake_self
63,64,-14,none_none
116,114,33,none_none
30,117,27,none_none
20,7,-53,none_none
38,104,10,none_none
139,5,-44,none_none
27,47,56,none_none
88,69,37,none_none
90,19,-47,none_next_turn_self
30,95,-45,brake_next_brake_self
52,1,11,none_next_brake_self
88,21,-19,none_none
33,74,-56,brake_next_brake_self
36,91,5,brake_next_brake_self
30,116,-13,brake_next_brake_self
24,90,-48,none_none
29,85,36,none_next_turn_self
22,50,50,none_next_brake_self
40,0,31,brake_next_brake_self
27,15,39,none_none
44,68,-34,none_next_brake_self
18,86,-28,none_next_brake_self
46,53,-35,none_none
59,93,32,none_next_turn_self
15,66,54,none_next_brake_self
47,9,26,none_none
72,24,46,none_next_brake_self
22,107,17,none_none
90,92,-13,none_next_brake_self
49,114,-9,brake_next_turn_self
28,15,-51,none_none
38,126,-56,none_none
52,27,23,brake_next_turn_self
41,1,-7,brake_next_brake_self
51,127,6,none_none
25,36,7,none_none
43,85,-27,none_next_brake_self
20,22,-3,none_none
37,74,-4,brake_next_brake_self
25,115,-13,none_next_turn_self
27,41,38,brake_next_brake_self
72,85,-6,none_next_brake_self
67,24,12,brake_next_brake_self
53,79,47,none_next_turn_self
23,43,44,none_next_brake_self
34,27,47,none_next_brake_self
72,40,-28,brake_next_brake_self
42,23,-56,none_next_brake_self
123,115,-29,none_none
48,50,-27,none_next_brake_self
43,31,49,none_none
34,57,18,none_next_brake_self
42,41,-50,none_next_brake_self
37,95,-44,none_next_turn_self
56,123,-41,none_none
63,56,16,brake_next_brake_self
27,109,28,brake_next_brake_self
20,72,43,none_none
16,20,53,none_none
51,88,-36,none_none
23,65,-23,none_next_turn_self
14,83,-31,none_next_brake_self
48,113,-17,none_none
134,56,50,none_next_turn_self
39,114,9,none_none
60,95,29,none_none
41,62,-1,none_none
38,77,-57,none_next_turn_self
62,41,-52,none_next_brake_self
34,125,5,none_none
45,85,26,none_next_brake_self
46,6,-34,none_next_brake_self
28,41,27,brake_next_brake_self
64,79,37,brake_next_turn_self
36,7,-11,none_next_turn_self
27,3,30,none_none
51,57,-12,none_next_brake_self
25,42,21,none_next_turn_self
40,56,32,none_next_brake_self
39,33,59,brake_next_brake_self
67,21,-19,none_none
50,88,-11,none_none
39,65,-40,brake_next_brake_self
59,25,-36,none_none
78,41,23,none_next_brake_self
52,75,50,none_none
40,9,-13,none_next_brake_self
21,19,-38,none_next_brake_self
23,9,-26,none_next_turn_self
34,103,-5,none_none
29,96,-25,brake_next_turn_self
36,96,-32,none_none
41,91,28,brake_next_brake_self
51,85,-59,none_none
38,61,5,brake_next_brake_self
50,82,35,none_none
41,5,-28,none_next_turn_self
15,79,12,none_next_brake_self
25,99,20,none_none
37,64,19,none_none
22,45,-6,none_none
53,35,-18,brake_next_brake_self
84,82,40,none_next_turn_self
72,88,31,none_next_turn_self
36,111,-21,none_next_turn_self
82,43,-48,none_next_turn_self
42,98,-51,brake_next_brake_self
33,71,-49,none_none
29,112,10,none_none
34,67,-54,brake_next_brake_self
33,66,-20,none_next_turn_self
43,73,30,none_next_turn_self
43,95,-25,none_none
40,123,32,brake_next_brake_self
49,9,29,none_none
71,7,-31,none_next_brake_self
63,119,27,none_next_turn_self
19,67,30,none_none
11,78,-12,none_none
62,61,-35,brake_next_brake_self
20,12,3,none_none
35,98,51,none_none
22,95,17,brake_next_turn_self
16,40,-39,none_none
52,39,22,none_none
57,106,-9,none_none
30,9,11,none_next_brake_self
11,112,28,none_next_brake_self
30,33,2,none_none
48,75,38,none_next_brake_self
19,119,27,brake_next_brake_self
43,86,14,none_none
39,53,-42,brake_next_brake_self
52,88,40,none_none
42,44,52,none_none
24,35,-44,none_none
71,127,-1,none_none
37,95,-29,brake_next_brake_self
39,82,31,none_next_brake_self
25,45,27,none_none
32,6,-43,none_next_brake_self
26,4,45,none_none
36,70,-38,none_none
91,97,36,brake_next_brake_self
20,68,-5,none_none
18,107,-21,brake_next_brake_self
81,4,-41,brake_next_brake_self
36,47,-40,none_none
28,30,19,none_none
66,57,6,none_next_turn_self
29,9,-45,none_next_brake_self
97,121,-46,none_next_brake_self
55,28,-51,none_next_brake_self
31,117,29,none_next_brake_self
113,54,25,none_next_brake_self
29,125,-53,none_none
57,70,7,none_none
46,118,-50,none_next_brake_self
75,1,48,brake_next_turn_self
85,95,49,none_none
40,115,24,none_none
27,18,51,none_none
50,12,37,brake_next_turn_self
28,54,39,brake_next_brake_self
106,119,8,none_next_turn_self
42,69,-23,none_none
33,67,-34,none_next_turn_self
43,18,-21,none_none
20,0,15,brake_next_turn_self
24,103,-39,none_next_turn_self
71,11,-29,none_none
29,80,-4,none_next_brake_self
24,116,-32,none_none
51,26,11,none_next_brake_self
71,84,51,none_next_brake_self
56,10,30,none_next_brake_self
64,77,20,none_next_brake_self
27,21,10,brake_next_brake_self
20,93,-1,none_none
82,38,-38,none_none
34,59,47,none_next_brake_self
35,76,-30,brake_next_brake_self
76,22,-49,none_none
52,94,30,none_next_brake_self
49,38,-39,brake_next_brake_self
114,84,-15,none_next_brake_self
29,20,-57,none_none
62,87,-44,none_next_brake_self
41,16,-39,none_next_turn_self
45,54,-53,none_next_brake_self
83,31,19,brake_next_brake_self
51,95,40,none_next_brake_self
51,33,-15,none_none
67,112,45,none_none
33,113,-34,brake_next_brake_self
26,25,-21,brake_next_turn_self
24,78,-42,none_none
15,11,14,none_none
108,50,-10,none_next_brake_self
23,91,14,none_none
35,84,31,brake_next_turn_self
34,79,5,none_next_brake_self
46,36,15,brake_next_brake_self
59,48,52,none_none
60,13,-24,none_next_brake_self
30,91,-17,none_none
36,64,26,none_none
45,90,13,none_none
35,32,-39,none_next_brake_self
87,41,-15,brake_next_turn_self
50,42,-4,none_none
57,3,-10,none_none
55,43,-39,none_none
70,102,51,brake_next_brake_self
43,114,31,none_next_brake_self
21,66,-2,none_none
48,58,22,brake_next_brake_self
29,4,48,none_next_turn_self
30,112,-44,none_next_brake_self
53,2,-30,brake_next_brake_self
72,120,5,none_next_brake_self
40,62,36,none_next_brake_self
46,43,-56,brake_next_brake_self
91,117,58,none_none
44,3,-5,none_next_brake_self
141,74,-17,none_next_brake_self
52,70,-25,none_none
17,28,-39,none_next_brake_self
57,54,35,none_next_brake_self
48,83,55,none_none
74,92,-10,none_none
55,0,54,brake_next_brake_self
37,119,39,none_next_brake_self
22,21,-2,none_none
36,30,21,none_next_brake_self
26,33,-8,none_none
30,5,7,none_none
53,16,-53,none_none
89,125,24,none_next_brake_self
48,40,-54,none_next_brake_self
22,15,38,none_none
49,14,39,none_next_brake_self
71,91,-32,brake_next_turn_self
29,109,-21,none_none
37,33,-2,none_next_brake_self
40,3,12,none_next_brake_self
27,28,-26,none_none
54,7,11,brake_next_turn_self
37,13,-24,brake_next_brake_self
49,55,-53,none_next_brake_self
26,29,-60,none_none
32,66,-48,brake_next_brake_self
56,32,35,none_next_turn_self
33,119,55,none_none
92,115,-9,none_none
32,72,2,none_next_brake_self
44,45,-42,none_none
62,48,6,none_next_brake_self
20,52,-43,none_none
17,92,13,none_next_brake_self
19,57,52,brake_next_brake_self
73,109,-37,none_none
30,120,32,brake_next_turn_self
138,43,-57,brake_next_turn_self
30,71,-15,none_next_brake_self
43,12,-47,none_none
84,25,-18,none_next_brake_self
105,53,-39,brake_next_turn_self
108,26,-15,brake_next_brake_self
71,111,-10,none_next_turn_self
65,20,-24,none_next_brake_self
53,58,19,none_next_brake_self
58,77,50,brake_next_brake_self
30,88,-12,none_next_brake_self
26,49,-37,none_none
39,110,-28,none_none
36,72,42,none_none
32,56,9,brake_next_brake_self
56,9,-5,none_none
63,59,-42,none_next_brake_self
41,104,-6,none_none
81,78,-27,none_next_brake_self
22,106,53,none_next_turn_self
36,63,46,none_next_brake_self
28,15,-50,none_next_brake_self
16,2,2,none_none
38,39,-33,none_none
37,89,-11,none_none
83,100,45,none_none
54,38,3,none_next_brake_self
24,63,-20,brake_next_brake_self
98,53,-35,none_none
72,52,36,none_next_turn_self
53,29,15,none_none
35,17,-4,none_next_brake_self
25,25,-34,none_next_turn_self
33,7,-20,none_none
67,25,55,brake_next_turn_self
99,1,2,none_next_brake_self
84,80,-12,brake_next_turn_self
31,40,3,none_none
23,124,33,brake_next_brake_self
42,25,-19,brake_next_brake_self
16,44,-39,none_next_brake_self
46,45,10,none_next_turn_self
37,1,20,none_next_brake_self
31,107,26,brake_next_brake_self
18,4,46,none_none
51,119,-15,none_none
30,113,-51,none_next_brake_self
22,68,55,none_none
9,69,-8,none_next_turn_self
39,83,15,none_next_brake_self
94,49,20,none_next_brake_self
89,82,6,none_next_turn_self
32,6,-35,none_next_brake_self
29,7,31,none_next_brake_self
50,58,36,none_none
24,70,6,none_next_turn_self
46,113,-1,none_none
58,13,-46,brake_next_turn_self
72,104,-50,none_next_turn_self
38,27,-19,none_next_brake_self
36,50,-23,none_next_turn_self
26,40,54,none_none
26,51,34,none_none
35,19,19,none_next_brake_self
47,64,2,none_none
62,102,-40,none_none
27,56,57,none_none
82,62,-15,brake_next_brake_self
35,108,-47,none_none
39,90,-1,brake_next_brake_self
27,62,45,none_none
12,33,46,none_next_turn_self
61,112,-59,none_next_brake_self
57,73,46,brake_next_brake_self
34,28,-27,none_next_brake_self
41,34,-55,none_none
51,102,42,brake_next_brake_self
18,6,44,none_next_turn_self
30,126,12,none_none
58,17,9,none_next_brake_self
21,101,38,none_next_brake_self
46,50,34,none_next_turn_self
20,63,47,none_next_brake_self
50,112,6,brake_next_turn_self
39,52,56,brake_next_brake_self
18,68,60,none_none
70,6,-46,none_none
28,0,42,brake_next_brake_self
26,31,0,brake_next_turn_self
44,86,-13,none_next_brake_self
69,15,14,none_none
24,14,-53,none_next_brake_self
41,52,1,none_none
49,82,45,brake_next_brake_self
55,90,-34,none_none
43,23,-9,none_next_turn_self
33,10,53,none_none
26,119,-9,none_next_brake_self
41,33,-17,none_none
23,108,-7,brake_next_turn_self
9,110,2,brake_next_brake_self
49,98,16,none_next_brake_self
62,21,36,none_none
12,104,-6,none_none
24,98,38,none_next_turn_self
54,76,4,none_next_turn_self
108,43,-19,brake_next_brake_self
40,33,19,none_none
28,15,26,none_none
36,65,7,none_none
77,74,-53,none_next_brake_self
29,46,-40,none_none
27,60,-26,none_none
31,46,-26,none_none
25,81,21,none_next_brake_self
42,114,-58,none_none
88,21,31,none_next_turn_self
46,48,-28,none_next_brake_self
35,18,-23,none_next_brake_self
34,79,3,none_next_brake_self
18,93,-34,none_next_turn_self
61,118,46,none_next_brake_self
38,35,-50,none_next_brake_self
36,121,-7,none_none
188,8,42,none_next_turn_self
46,77,14,brake_next_brake_self
27,7,-25,none_next_brake_self
32,114,-10,none_none
69,67,25,none_none
42,85,57,none_next_brake_self
19,106,47,none_none
62,19,-19,brake_next_brake_self
28,5,60,none_none
99,112,-60,none_next_brake_self
67,40,-57,brake_next_brake_self
32,16,39,none_next_brake_self
74,59,-36,none_next_brake_self
41,76,-53,none_next_turn_self
60,4,-32,none_none
50,35,-9,none_none
26,4,28,none_next_brake_self
29,53,15,none_next_brake_self
65,114,-31,brake_next_brake_self
34,125,0,brake_next_brake_self
32,81,51,none_none
25,21,38,brake_next_brake_self
49,115,-21,none_none
108,66,58,none_next_turn_self
23,20,25,brake_next_turn_self
40,117,-53,none_next_turn_self
79,96,-56,brake_next_turn_self
38,93,-40,none_next_brake_self
49,90,27,none_none
23,25,-38,none_next_brake_self
49,27,1,brake_next_brake_self
36,87,-49,none_none
64,28,51,brake_next_turn_self
71,56,-19,none_none
140,99,49,none_next_turn_self
52,100,53,none_next_brake_self
46,58,-59,none_none
43,101,-4,none_none
33,107,-57,brake_next_brake_self
47,83,49,none_next_brake_self
34,29,2,none_none
43,35,-51,brake_next_brake_self
75,40,-47,none_next_turn_self
24,15,-14,none_none
69,35,53,none_none
75,27,23,none_none
37,58,44,none_none
14,115,-16,none_none
29,13,-55,none_none
75,91,57,none_none
39,87,-58,none_next_brake_self
24,12,54,none_next_turn_self
31,117,-16,none_none
60,72,-59,none_none
52,46,23,none_next_brake_self
35,96,58,none_next_brake_self
33,33,56,none_none
33,88,-41,none_next_turn_self
25,5,-38,brake_next_turn_self
87,107,8,none_none
34,57,16,none_none
72,81,29,none_none
83,28,-38,none_none
64,86,55,brake_next_turn_self
32,98,17,none_none
48,60,42,none_next_turn_self
39,78,5,none_none
25,58,-10,none_next_brake_self
46,114,57,brake_next_brake_self
22,63,10,none_next_turn_self
71,107,44,none_next_brake_self
31,102,54,none_none
44,52,21,none_none
45,29,6,none_none
35,52,-60,none_none
53,105,-55,none_next_brake_self
31,29,-36,none_none
61,67,-38,none_none
20,102,-29,none_none
42,45,-23,none_next_turn_self
102,82,-17,none_none
24,31,-10,none_none
28,14,-48,none_next_brake_self
51,101,-55,none_none
43,13,21,none_none
47,34,4,none_next_brake_self
50,109,-7,none_none
54,44,16,none_none
68,124,39,none_none
48,124,-9,none_next_turn_self
35,34,17,none_none
55,5,54,none_next_brake_self
100,90,41,brake_next_brake_self
37,57,-9,none_none
24,13,17,none_none
68,90,-39,none_none
37,4,7,brake_next_brake_self
13,111,58,brake_next_brake_self
60,18,2,none_none
30,16,51,brake_next_brake_self
38,22,-11,none_none
46,122,60,none_none
43,88,10,none_none
56,102,-55,brake_next_brake_self
32,50,10,none_none
51,43,-27,none_none
35,30,-56,none_next_brake_self
57,61,39,none_next_brake_self
53,70,-27,none_next_brake_self
25,80,36,brake_next_brake_self
67,33,-25,none_none
30,120,-37,none_none
59,22,57,none_none
47,123,-17,none_next_turn_self
97,2,12,none_none
35,61,13,brake_next_turn_self
33,42,7,none_none
39,57,50,none_none
34,72,21,none_none
58,55,-12,none_none
18,53,43,none_none
23,93,-38,none_none
23,87,5,none_none
63,106,54,brake_next_brake_self
91,32,15,none_none
38,77,38,none_none
36,74,18,none_next_brake_self
41,47,41,brake_next_brake_self
70,62,53,none_none
25,40,-27,none_next_brake_self
44,18,-40,none_next_brake_self
64,27,-2,none_none
51,13,24,none_none
43,87,-33,none_none
65,84,-60,none_next_brake_self
10,121,-19,none_next_brake_self
55,93,56,none_next_brake_self
29,7,23,none_next_brake_self
16,112,-12,brake_next_brake_self
51,110,-37,none_none
77,56,-17,none_next_turn_self
37,74,-40,brake_next_brake_self
63,124,-47,none_next_brake_self
87,68,49,none_next_turn_self
75,115,60,none_next_turn_self
88,11,-40,brake_next_brake_self
57,24,-53,none_none
41,56,-20,none_next_brake_self
18,74,-5,brake_next_brake_self
35,104,-35,brake_next_brake_self
26,126,-24,none_next_turn_self
114,49,-36,brake_next_brake_self
36,6,33,brake_next_brake_self
42,102,26,none_next_brake_self
52,77,16,none_none
40,25,-14,brake_next_brake_self
91,63,49,none_next_brake_self
29,94,56,none_next_brake_self
43,98,-39,brake_next_turn_self
27,63,-33,none_next_turn_self
21,39,3,brake_next_brake_self
29,124,-49,brake_next_brake_self
39,84,-8,none_next_turn_self
32,52,10,none_next_brake_self
28,36,3,brake_next_brake_self
20,93,-20,none_next_brake_self
38,31,5,none_none
19,22,55,none_none
57,67,-35,none_none
41,37,19,none_none
19,80,-55,none_none
34,15,-52,none_none
27,83,6,none_none
46,36,-47,none_next_brake_self
76,0,-57,brake_next_turn_self
16,16,-39,none_none
42,119,8,none_none
37,110,24,none_next_brake_self
55,30,-36,none_none
44,99,20,none_next_turn_self
27,77,-38,none_next_brake_self
34,123,14,none_next_brake_self
27,47,-11,none_next_turn_self
67,87,18,none_next_brake_self
40,8,59,none_none
100,50,53,none_none
38,122,-59,none_none
28,68,46,none_next_brake_self
19,37,-52,none_none
16,15,54,none_next_brake_self
18,89,-26,none_next_brake_self
45,82,-14,none_none
51,47,-49,none_next_brake_self
18,121,-47,brake_next_brake_self
61,3,27,none_next_brake_self
31,39,53,none_none
42,117,13,none_next_brake_self
87,41,26,none_none
61,32,31,none_none
35,68,-28,none_none
25,105,-55,none_none
14,13,-60,none_next_brake_self
28,120,-18,brake_next_turn_self
36,101,-31,none_next_brake_self
24,23,-53,none_next_brake_self
37,90,-38,none_none
41,49,-45,brake_next_brake_self
35,51,50,none_next_brake_self
29,99,-43,none_none
43,122,5,none_none
49,16,11,none_none
23,53,5,none_none
79,61,-48,none_none
38,48,-22,none_none
40,46,-54,none_next_brake_self
56,7,-13,none_none
44,87,-37,none_next_turn_self
63,55,7,brake_next_turn_self
45,25,23,none_next_brake_self
29,104,4,none_none
47,102,-8,none_none
22,62,-14,brake_next_turn_self
42,38,41,brake_next_brake_self
39,81,-34,none_none
36,37,28,none_none
37,30,31,none_next_brake_self
16,93,-10,none_next_brake_self
30,5,-24,none_none
41,12,-4,none_next_brake_self
43,1,-49,none_none
24,19,-54,brake_next_brake_self
73,9,-47,brake_next_brake_self
26,126,-38,brake_next_turn_self
64,37,1,none_next_brake_self
49,19,42,brake_next_brake_self
29,31,-32,brake_next_brake_self
94,119,52,none_none
22,66,55,brake_next_turn_self
62,46,55,none_none
65,111,41,none_next_brake_self
28,50,-16,none_none
78,43,-51,none_next_brake_self
35,26,8,none_next_brake_self
46,48,7,none_next_turn_self
45,40,42,none_next_turn_self
37,86,60,none_none
59,37,1,none_none
58,73,-19,none_none
17,8,-38,none_next_brake_self
75,24,-59,none_none
17,52,1,none_none
66,119,7,none_none
69,48,39,none_none
23,84,1,brake_next_brake_self
32,32,50,none_next_brake_self
23,16,15,none_next_turn_self
36,7,41,none_none
34,39,-42,none_next_turn_self
58,20,43,none_none
75,22,21,none_next_brake_self
78,97,-40,brake_next_turn_self
30,2,-37,brake_next_brake_self
36,71,51,none_next_turn_self
17,48,-56,none_none
27,64,-4,none_next_brake_self
63,71,-22,none_none
87,40,20,brake_next_brake_self
21,37,41,brake_next_brake_self
30,93,-17,none_none
39,111,-9,none_next_brake_self
45,24,58,none_none
27,12,34,none_none
49,114,48,none_none
31,44,-7,brake_next_turn_self
39,70,-32,none_next_turn_self
52,46,-11,none_none
40,16,26,none_none
32,75,-47,none_none
37,67,-28,none_next_brake_self
38,26,-54,brake_next_turn_self
33,57,-8,none_none
35,101,39,none_none
86,75,-57,none_next_brake_self
52,12,21,brake_next_brake_self
34,70,52,none_none
56,89,-32,none_next_brake_self
34,101,23,brake_next_turn_self
70,80,57,brake_next_brake_self
47,19,55,none_next_brake_self
37,90,-32,none_none
49,86,-48,none_next_brake_self
18,3,-42,brake_next_brake_self
23,52,24,brake_next_brake_self
22,42,27,none_next_brake_self
42,85,21,none_none
92,27,-20,brake_next_brake_self
118,75,-40,none_next_turn_self
54,116,10,brake_next_brake_self
51,101,-2,brake_next_turn_self
16,117,27,brake_next_turn_self
30,124,-7,brake_next_brake_self
27,1,-19,none_none
29,79,-25,none_next_brake_self
36,52,-35,none_none
31,109,-28,brake_next_brake_self
15,32,-49,brake_next_brake_self
57,125,-18,none_next_brake_self
23,78,-56,none_none
44,101,-38,none_next_brake_self
109,11,30,none_next_brake_self
25,23,-21,none_next_brake_self
11,96,20,brake_next_brake_self
34,3,26,none_none
68,104,10,none_next_turn_self
103,2,55,none_none
22,83,-57,none_none
50,46,29,none_next_turn_self
31,78,55,brake_next_brake_self
37,88,43,none_none
144,43,-40,brake_next_turn_self
19,14,-21,none_next_brake_self
45,9,-39,none_none
50,75,12,none_none
67,66,25,none_none
41,94,-22,none_none
46,65,5,brake_next_brake_self
33,54,23,none_next_brake_self
45,51,-9,brake_next_brake_self
33,3,42,none_none
54,43,33,none_none
33,124,-52,none_next_brake_self
48,111,15,brake_next_brake_self
39,42,-32,none_next_turn_self
69,75,7,none_none
39,108,55,none_next_turn_self
16,56,45,brake_next_brake_self
73,2,-11,none_none
25,9,-25,none_none
29,65,-32,brake_next_brake_self
29,123,4,none_none
77,88,-46,none_next_brake_self
14,9,6,none_next_brake_self
183,24,-60,none_next_brake_self
66,98,-21,none_none
44,107,-34,none_none
38,78,57,brake_next_brake_self
45,82,27,none_none
51,4,-18,brake_next_brake_self
54,105,-49,none_none
52,100,2,none_none
41,33,-34,brake_next_turn_self
36,90,4,brake_next_turn_self
37,27,40,none_none
36,5,14,none_next_brake_self
69,26,16,none_none
53,23,5,none_next_turn_self
9,43,51,none_none
54,53,52,none_next_turn_self
43,65,2,none_next_brake_self
39,61,-23,none_next_brake_self
33,34,-5,none_none
69,4,-38,none_next_brake_self
63,77,16,brake_next_turn_self
27,50,0,none_none
48,38,-48,none_none
24,110,-36,brake_next_brake_self
20,95,-2,none_none
29,109,47,none_none
60,63,8,brake_next_turn_self
63,17,22,none_next_brake_self
51,88,-19,none_none
56,26,9,none_none
51,56,-6,none_next_brake_self
29,8,19,none_next_brake_self
49,105,-54,none_next_brake_self
58,16,-1,none_none
57,115,-24,brake_next_turn_self
71,110,-21,brake_next_brake_self
56,59,55,none_none
47,95,-38,none_none
67,79,-23,none_next_turn_self
39,102,1,none_next_brake_self
26,55,44,none_next_brake_self
36,100,-10,none_next_brake_self
27,59,29,none_none
28,120,43,none_none
37,62,-23,brake_next_turn_self
27,59,-13,none_next_brake_self
34,100,-17,none_next_turn_self
15,104,40,none_none
44,70,-55,none_next_brake_self
40,23,-23,none_none
26,59,22,none_none
55,123,8,none_next_turn_self
63,96,-8,none_none
18,103,5,none_none
27,4,-36,none_none
27,59,-8,none_none
25,82,0,none_next_brake_self
59,105,48,none_next_brake_self
36,6,-29,none_none
35,108,44,none_none
15,70,17,none_none
54,25,-58,brake_next_brake_self
21,40,27,none_none
41,36,-56,brake_next_brake_self
45,67,60,none_next_turn_self
77,7,45,brake_next_turn_self
21,20,-24,brake_next_brake_self
9,103,-29,brake_next_brake_self
43,17,-14,none_none
95,30,-17,none_next_brake_self
72,58,-15,brake_next_brake_self
44,66,-22,none_next_brake_self
31,97,15,brake_next_turn_self
59,57,-40,none_none
24,100,42,none_next_brake_self
50,79,37,none_next_brake_self
51,14,-3,none_none
66,20,42,none_none
152,56,-30,none_none
48,50,-58,none_none
31,94,14,none_none
39,74,-5,brake_next_turn_self
16,49,8,none_none
28,22,48,none_none
32,29,56,none_next_turn_self
31,73,16,none_none
43,54,32,none_none
26,65,-50,brake_next_brake_self
68,22,-41,brake_next_turn_self
40,84,28,none_none
39,108,-8,none_next_turn_self
34,33,-6,none_next_brake_self
43,62,-23,none_none
59,124,13,none_next_turn_self
26,42,-38,brake_next_brake_self
29,76,15,none_none
34,11,-39,none_none
